species_alias,accepted_species,species_raw,metric,trait_value,trait_source,source_record_id,kingdom,phylum,class,order,family,habitat_class,group,source_priority
Neolissochilus hexagonolepis,Neolissochilus hexagonolepis,Neolissochilus hexagonolepis,ctmax,37.08,ThermoFresh,t_1237,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Neolissochilus hexagonolepis,Neolissochilus hexagonolepis,Neolissochilus hexagonolepis,ctmax,32.46,ThermoFresh,t_1240,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Neolissochilus hexagonolepis,Neolissochilus hexagonolepis,Neolissochilus hexagonolepis,ctmax,32.86,ThermoFresh,t_1236,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Neolissochilus hexagonolepis,Neolissochilus hexagonolepis,Neolissochilus hexagonolepis,ctmax,36.83,ThermoFresh,t_1239,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Neolissochilus hexagonolepis,Neolissochilus hexagonolepis,Neolissochilus hexagonolepis,ctmax,32.2,ThermoFresh,t_1238,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Neolissochilus hexagonolepis,Neolissochilus hexagonolepis,Neolissochilus hexagonolepis,ctmax,33.75,ComteOlden,ComteOlden_row_1313,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Neolissochilus hexagonolepis,Neolissochilus hexagonolepis,Neolissochilus hexagonolepis,ltmax,36,ThermoFresh,t_5320,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Neolissochilus hexagonolepis,Neolissochilus hexagonolepis,Neolissochilus hexagonolepis,ltmax,41,ThermoFresh,t_5324,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Neolissochilus hexagonolepis,Neolissochilus hexagonolepis,Neolissochilus hexagonolepis,ltmax,38,ThermoFresh,t_5322,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Neolissochilus soroides,Neolissochilus stracheyi,Neolissochilus soroides,ctmax,37.16,ComteOlden,ComteOlden_row_1314,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Neolissochilus stracheyi,Neolissochilus stracheyi,Neolissochilus stracheyi,ctmax,37.89,ComteOlden,ComteOlden_row_1315,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Neopomacentrus taeniurus,Neopomacentrus taeniurus,Neopomacentrus taeniurus,ctmax,38.39,ComteOlden,ComteOlden_row_2656,Animalia,Chordata,Actinopterygii,,Pomacentridae,freshwater,fish,2
Neothremma alicia,Neothremma alicia,Neothremma alicia,ctmax,29.9,ThermoFresh,t_4006,Metazoa,Arthropoda,Insecta,Trichoptera,Uenoidae,freshwater,invertebrate,1
Neothremma alicia,Neothremma alicia,Neothremma alicia,lt50,25.9,ThermoFresh,t_1819,Metazoa,Arthropoda,Insecta,Trichoptera,Uenoidae,freshwater,invertebrate,1
Nerium oleander,Nerium oleander,Nerium oleander,lt50,49.7,GlobTherm,GlobTherm_row_1860_upper_primary,,Streptophyta,Spermatophyta,Gentianales,Apocynaceae,unknown,,3
Nestigis cunninghamii,Nestigis cunninghamii,Nestigis cunninghamii,lt50,-5.6,GlobTherm,GlobTherm_row_1988_lower_primary,,Streptophyta,Spermatophyta,Lamiales,Oleaceae,unknown,,3
Neurocordulia alabamensis,Neurocordulia alabamensis,Neurocordulia alabamensis,ctmax,36.41,ThermoFresh,t_1786,Metazoa,Arthropoda,Insecta,Odonata,Corduliidae,freshwater,invertebrate,1
Neurocordulia alabamensis,Neurocordulia alabamensis,Neurocordulia alabamensis,ctmax,39.04,ThermoFresh,t_1790,Metazoa,Arthropoda,Insecta,Odonata,Corduliidae,freshwater,invertebrate,1
Neurocordulia alabamensis,Neurocordulia alabamensis,Neurocordulia alabamensis,ctmax,38.35,ThermoFresh,t_1788,Metazoa,Arthropoda,Insecta,Odonata,Corduliidae,freshwater,invertebrate,1
Neurocordulia alabamensis,Neurocordulia alabamensis,Neurocordulia alabamensis,ctmax,38.21,ThermoFresh,t_1789,Metazoa,Arthropoda,Insecta,Odonata,Corduliidae,freshwater,invertebrate,1
Neurocordulia alabamensis,Neurocordulia alabamensis,Neurocordulia alabamensis,ctmax,37.74,ThermoFresh,t_1787,Metazoa,Arthropoda,Insecta,Odonata,Corduliidae,freshwater,invertebrate,1
Neurocordulia alabamensis,Neurocordulia alabamensis,Neurocordulia alabamensis,ctmax,39.49,ThermoFresh,t_1791,Metazoa,Arthropoda,Insecta,Odonata,Corduliidae,freshwater,invertebrate,1
Neurocordulia alabamensis,Neurocordulia alabamensis,Neurocordulia alabamensis,ltmax,42.6,ThermoFresh,t_1792,Metazoa,Arthropoda,Insecta,Odonata,Corduliidae,freshwater,invertebrate,1
Nicholsina denticulata,Nicholsina denticulata,Nicholsina denticulata,ctmax,36.85,ComteOlden,ComteOlden_row_1996,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,2
Nimbapanchax jeanpoli,Nimbapanchax jeanpoli,Nimbapanchax jeanpoli,ctmax,38.91,ComteOlden,ComteOlden_row_2324,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,2
Nimbapanchax petersi,Nimbapanchax petersi,Nimbapanchax petersi,ctmax,39.7,ComteOlden,ComteOlden_row_2325,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,2
Nimbapanchax viridis,Nimbapanchax viridis,Nimbapanchax viridis,ctmax,39.02,ComteOlden,ComteOlden_row_2326,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,2
Nimbochromis fuscotaeniatus,Nimbochromis fuscotaeniatus,Nimbochromis fuscotaeniatus,ctmax,38.87,ComteOlden,ComteOlden_row_600,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,2
Nimbochromis livingstonii,Nimbochromis livingstonii,Nimbochromis livingstonii,ctmax,38.86,ComteOlden,ComteOlden_row_601,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,2
Nimbochromis venustus,Nimbochromis venustus,Nimbochromis venustus,ctmax,38.83,ComteOlden,ComteOlden_row_602,Animalia,Chordata,Actinopterygii,,Cichlidae,freshwater,fish,2
Niveoscincus coventryi,Niveoscincus coventryi,Niveoscincus coventryi,ctmax,40.2,GlobTherm,GlobTherm_row_1158_upper_primary,,Chordata,Lepidosauria,Squamata,Scincidae,unknown,,3
Niveoscincus metallicus,Niveoscincus metallicus,Niveoscincus metallicus,ctmax,39.6,GlobTherm,GlobTherm_row_1247_upper_primary,,Chordata,Lepidosauria,Squamata,Scincidae,unknown,,3
Niveoscincus metallicus,Niveoscincus metallicus,Niveoscincus metallicus,ctmin,2.7,GlobTherm,GlobTherm_row_1247_lower_primary,,Chordata,Lepidosauria,Squamata,Scincidae,unknown,,3
Niveoscincus ocellatus,Niveoscincus ocellatus,Niveoscincus ocellatus,ctmax,40.1,GlobTherm,GlobTherm_row_1248_upper_primary,,Chordata,Lepidosauria,Squamata,Scincidae,unknown,,3
Niveoscincus ocellatus,Niveoscincus ocellatus,Niveoscincus ocellatus,ctmin,3,GlobTherm,GlobTherm_row_1248_lower_primary,,Chordata,Lepidosauria,Squamata,Scincidae,unknown,,3
Nocomis asper,Nocomis asper,Nocomis asper,ctmax,36.43,ComteOlden,ComteOlden_row_1316,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Nocomis biguttatus,Nocomis biguttatus,Nocomis biguttatus,ctmax,35.6,ThermoFresh,t_3941,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Nocomis biguttatus,Nocomis biguttatus,Nocomis biguttatus,ctmax,33.99,ComteOlden,ComteOlden_row_1317,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Nocomis biguttatus,Nocomis biguttatus,Nocomis biguttatus,ctmax,35.6,GlobTherm,GlobTherm_row_144_upper_primary,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,unknown,,3
Nocomis leptocephalus,Nocomis leptocephalus,Nocomis leptocephalus,ctmax,35.84,ComteOlden,ComteOlden_row_1318,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Nocomis micropogon,Nocomis micropogon,Nocomis micropogon,ctmax,30.9,ThermoFresh,t_2443,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Nocomis micropogon,Nocomis micropogon,Nocomis micropogon,ctmax,34.02,ComteOlden,ComteOlden_row_1319,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Nocomis raneyi,Nocomis raneyi,Nocomis raneyi,ctmax,35.47,ComteOlden,ComteOlden_row_1320,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Notechis scutatus,Notechis scutatus,Notechis scutatus,ctmax,38,GlobTherm,GlobTherm_row_1249_upper_primary,,Chordata,Lepidosauria,Squamata,Elapidae,unknown,,3
Notechis scutatus,Notechis scutatus,Notechis scutatus,ctmin,2.2,GlobTherm,GlobTherm_row_1249_lower_primary,,Chordata,Lepidosauria,Squamata,Elapidae,unknown,,3
Notemigonus crysoleucas,Notemigonus crysoleucas,Notemigonus crysoleucas,ctmax,29.13,ThermoFresh,t_2641,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Notemigonus crysoleucas,Notemigonus crysoleucas,Notemigonus crysoleucas,ctmax,33.36,ThermoFresh,t_2642,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Notemigonus crysoleucas,Notemigonus crysoleucas,Notemigonus crysoleucas,ctmax,36.8,ThermoFresh,t_3942,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,mixed,fish,1
Notemigonus crysoleucas,Notemigonus crysoleucas,Notemigonus crysoleucas,ctmax,35.6,ComteOlden,ComteOlden_row_1321,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Notemigonus crysoleucas,Notemigonus crysoleucas,Notemigonus crysoleucas,ctmax,29.13,GlobTherm,GlobTherm_row_75_upper_primary,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,unknown,,3
Nothobranchius furzeri,Nothobranchius furzeri,Nothobranchius furzeri,ctmax,40.7,ThermoFresh,t_3381,Metazoa,Chordata,Actinopteri,Acanthomorphata,Nothobranchiidae,freshwater,fish,1
Nothobranchius furzeri,Nothobranchius furzeri,Nothobranchius furzeri,ctmax,39.5,ThermoFresh,t_3378,Metazoa,Chordata,Actinopteri,Acanthomorphata,Nothobranchiidae,freshwater,fish,1
Nothobranchius furzeri,Nothobranchius furzeri,Nothobranchius furzeri,ctmax,41.1,ThermoFresh,t_3377,Metazoa,Chordata,Actinopteri,Acanthomorphata,Nothobranchiidae,freshwater,fish,1
Nothobranchius furzeri,Nothobranchius furzeri,Nothobranchius furzeri,ctmax,39.8,ThermoFresh,t_3376,Metazoa,Chordata,Actinopteri,Acanthomorphata,Nothobranchiidae,freshwater,fish,1
Nothobranchius furzeri,Nothobranchius furzeri,Nothobranchius furzeri,ctmax,41.1,ThermoFresh,t_3379,Metazoa,Chordata,Actinopteri,Acanthomorphata,Nothobranchiidae,freshwater,fish,1
Nothobranchius furzeri,Nothobranchius furzeri,Nothobranchius furzeri,ctmax,39.6,ThermoFresh,t_3380,Metazoa,Chordata,Actinopteri,Acanthomorphata,Nothobranchiidae,freshwater,fish,1
Nothobranchius furzeri,Nothobranchius furzeri,Nothobranchius furzeri,ctmax,38.6,ThermoFresh,t_3384,Metazoa,Chordata,Actinopteri,Acanthomorphata,Nothobranchiidae,freshwater,fish,1
Nothobranchius furzeri,Nothobranchius furzeri,Nothobranchius furzeri,ctmax,38.1,ThermoFresh,t_3386,Metazoa,Chordata,Actinopteri,Acanthomorphata,Nothobranchiidae,freshwater,fish,1
Nothobranchius furzeri,Nothobranchius furzeri,Nothobranchius furzeri,ctmax,38.2,ThermoFresh,t_3383,Metazoa,Chordata,Actinopteri,Acanthomorphata,Nothobranchiidae,freshwater,fish,1
Nothobranchius furzeri,Nothobranchius furzeri,Nothobranchius furzeri,ctmax,37.1,ThermoFresh,t_3387,Metazoa,Chordata,Actinopteri,Acanthomorphata,Nothobranchiidae,freshwater,fish,1
Nothobranchius furzeri,Nothobranchius furzeri,Nothobranchius furzeri,ctmax,38.4,ThermoFresh,t_3385,Metazoa,Chordata,Actinopteri,Acanthomorphata,Nothobranchiidae,freshwater,fish,1
Nothobranchius furzeri,Nothobranchius furzeri,Nothobranchius furzeri,ctmax,36.9,ThermoFresh,t_3382,Metazoa,Chordata,Actinopteri,Acanthomorphata,Nothobranchiidae,freshwater,fish,1
Nothobranchius kafuensis,Nothobranchius kafuensis,Nothobranchius kafuensis,ctmax,38.13,ComteOlden,ComteOlden_row_2327,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,2
Nothobranchius kirki,Nothobranchius kirki,Nothobranchius kirki,ctmax,38.81,ComteOlden,ComteOlden_row_2328,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,2
Nothobranchius thierryi,Nothobranchius thierryi,Nothobranchius thierryi,ctmax,40.33,ComteOlden,ComteOlden_row_2329,Animalia,Chordata,Actinopterygii,,Nothobranchiidae,freshwater,fish,2
Nothofagus cunninghamii,Nothofagus cunninghamii,Nothofagus cunninghamii,lt50,-8.8,GlobTherm,GlobTherm_row_1989_lower_primary,,Streptophyta,Spermatophyta,Fagales,Nothofagaceae,unknown,,3
Nothofagus dombeyi,Nothofagus dombeyi,Nothofagus dombeyi,lt50,-17.5,GlobTherm,GlobTherm_row_1990_lower_primary,,Streptophyta,Spermatophyta,Fagales,Nothofagaceae,unknown,,3
Nothofagus fusca,Nothofagus fusca,Nothofagus fusca,lt50,-10.4,GlobTherm,GlobTherm_row_1991_lower_primary,,Streptophyta,Spermatophyta,Fagales,Nothofagaceae,unknown,,3
Nothofagus menziesii,Nothofagus menziesii,Nothofagus menziesii,lt50,-12.4,GlobTherm,GlobTherm_row_1992_lower_primary,,Streptophyta,Spermatophyta,Fagales,Nothofagaceae,unknown,,3
Nothofagus solandri,Nothofagus solandri,Nothofagus solandri,lt50,-11.2,GlobTherm,GlobTherm_row_2056_lower_primary,,Streptophyta,Spermatophyta,Fagales,Nothofagaceae,unknown,,3
Nothonotus aquali,Nothonotus aquali,Nothonotus aquali,ctmax,35.97,ComteOlden,ComteOlden_row_2528,Animalia,Chordata,Actinopterygii,,Percidae,freshwater,fish,2
Nothonotus microlepidus,Nothonotus microlepidus,Nothonotus microlepidus,ctmax,35.97,ComteOlden,ComteOlden_row_2529,Animalia,Chordata,Actinopterygii,,Percidae,freshwater,fish,2
Nothonotus sanguifluus,Nothonotus sanguifluus,Nothonotus sanguifluus,ctmax,35.51,ComteOlden,ComteOlden_row_2530,Animalia,Chordata,Actinopterygii,,Percidae,freshwater,fish,2
Notoglanidium macrostoma,Notoglanidium macrostoma,Notoglanidium macrostoma,ctmax,39.28,ComteOlden,ComteOlden_row_780,Animalia,Chordata,Actinopterygii,,Claroteidae,freshwater,fish,2
Notolabrus celidotus,Notolabrus celidotus,Notolabrus celidotus,ctmax,30.06,ThermoFresh,t_2140,Metazoa,Chordata,Actinopteri,Acanthomorphata,Labridae,mixed,fish,1
Notolabrus celidotus,Notolabrus celidotus,Notolabrus celidotus,ctmax,25.85,ThermoFresh,t_2139,Metazoa,Chordata,Actinopteri,Acanthomorphata,Labridae,mixed,fish,1
Notolabrus celidotus,Notolabrus celidotus,Notolabrus celidotus,ctmax,32.14,ThermoFresh,t_2141,Metazoa,Chordata,Actinopteri,Acanthomorphata,Labridae,mixed,fish,1
Notolabrus celidotus,Notolabrus celidotus,Notolabrus celidotus,ctmin,5.28,ThermoFresh,t_2143,Metazoa,Chordata,Actinopteri,Acanthomorphata,Labridae,mixed,fish,1
Notolabrus celidotus,Notolabrus celidotus,Notolabrus celidotus,ctmin,10.77,ThermoFresh,t_2144,Metazoa,Chordata,Actinopteri,Acanthomorphata,Labridae,mixed,fish,1
Notolabrus celidotus,Notolabrus celidotus,Notolabrus celidotus,ctmin,3.45,ThermoFresh,t_2142,Metazoa,Chordata,Actinopteri,Acanthomorphata,Labridae,mixed,fish,1
Notolabrus fucicola,Notolabrus fucicola,Notolabrus fucicola,ctmax,32.24,ComteOlden,ComteOlden_row_1997,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,2
Notolabrus gymnogenis,Notolabrus gymnogenis,Notolabrus gymnogenis,ctmax,35.46,ComteOlden,ComteOlden_row_1998,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,2
Notolabrus parilus,Notolabrus parilus,Notolabrus parilus,ctmax,34.6,ComteOlden,ComteOlden_row_1999,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,2
Notolabrus tetricus,Notolabrus tetricus,Notolabrus tetricus,ctmax,32.37,ComteOlden,ComteOlden_row_2000,Animalia,Chordata,Actinopterygii,,Labridae,marine,fish,2
Notophthalmus viridescens,Notophthalmus viridescens,Notophthalmus viridescens,ctmax,37.3,GlobTherm,GlobTherm_row_283_upper_primary,,Chordata,Amphibia,Caudata,Salamandridae,unknown,,3
Notopterus notopterus,Notopterus notopterus,Notopterus notopterus,ctmax,37.63,ComteOlden,ComteOlden_row_2342,Animalia,Chordata,Actinopterygii,,Notopteridae,freshwater,fish,2
Notothenia angustata,Notothenia angustata,Notothenia angustata,ctmax,27,ComteOlden,ComteOlden_row_2347,Animalia,Chordata,Actinopterygii,,Nototheniidae,marine,fish,2
Notothenia coriiceps,Notothenia coriiceps,Notothenia coriiceps,ctmax,18.9,ComteOlden,ComteOlden_row_2348,Animalia,Chordata,Actinopterygii,,Nototheniidae,marine,fish,2
Notothenia rossii,Notothenia rossii,Notothenia rossii,ctmax,17.61,ComteOlden,ComteOlden_row_2349,Animalia,Chordata,Actinopterygii,,Nototheniidae,marine,fish,2
Notropis amabilis,Notropis amabilis,Notropis amabilis,ctmax,37.26,ComteOlden,ComteOlden_row_1322,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Notropis ammophilus,Notropis ammophilus,Notropis ammophilus,ctmax,38.41,ComteOlden,ComteOlden_row_1323,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Notropis amoenus,Notropis amoenus,Notropis amoenus,ctmax,35.79,ComteOlden,ComteOlden_row_1324,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Notropis anogenus,Notropis anogenus,Notropis anogenus,ctmax,30.2,ThermoFresh,t_3424,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Notropis anogenus,Notropis anogenus,Notropis anogenus,ctmax,38.2,ThermoFresh,t_3428,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Notropis anogenus,Notropis anogenus,Notropis anogenus,ctmax,32.3,ThermoFresh,t_3425,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Notropis anogenus,Notropis anogenus,Notropis anogenus,ctmax,26.5,ThermoFresh,t_3429,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Notropis anogenus,Notropis anogenus,Notropis anogenus,ctmax,34.8,ThermoFresh,t_3433,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Notropis anogenus,Notropis anogenus,Notropis anogenus,ctmax,36,ThermoFresh,t_3427,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Notropis anogenus,Notropis anogenus,Notropis anogenus,ctmax,29.7,ThermoFresh,t_3430,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Notropis anogenus,Notropis anogenus,Notropis anogenus,ctmax,29.8,ThermoFresh,t_3431,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Notropis anogenus,Notropis anogenus,Notropis anogenus,ctmax,29.2,ThermoFresh,t_3432,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Notropis anogenus,Notropis anogenus,Notropis anogenus,ctmax,34.5,ThermoFresh,t_3426,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Notropis anogenus,Notropis anogenus,Notropis anogenus,ctmax,36.5,ComteOlden,ComteOlden_row_1325,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Notropis ariommus,Notropis ariommus,Notropis ariommus,ctmax,35.84,ComteOlden,ComteOlden_row_1326,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Notropis asperifrons,Notropis asperifrons,Notropis asperifrons,ctmax,35.01,ComteOlden,ComteOlden_row_1327,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Notropis atherinoides,Notropis atherinoides,Notropis atherinoides,ctmax,34.1,ThermoFresh,t_2644,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Notropis atherinoides,Notropis atherinoides,Notropis atherinoides,ctmax,30.1,ThermoFresh,t_2643,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Notropis atherinoides,Notropis atherinoides,Notropis atherinoides,ctmax,37.65,ThermoFresh,t_2765,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Notropis atherinoides,Notropis atherinoides,Notropis atherinoides,ctmax,33.55,ComteOlden,ComteOlden_row_1328,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Notropis atherinoides,Notropis atherinoides,Notropis atherinoides,ctmax,30.1,GlobTherm,GlobTherm_row_76_upper_primary,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,unknown,,3
Notropis baileyi,Notropis baileyi,Notropis baileyi,ctmax,37.83,ComteOlden,ComteOlden_row_1329,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Notropis blennius,Notropis blennius,Notropis blennius,ctmax,34.17,ComteOlden,ComteOlden_row_1330,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Notropis boops,Notropis boops,Notropis boops,ctmax,39.18,ComteOlden,ComteOlden_row_1331,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Notropis buccula,Notropis buccula,Notropis buccula,ctmax,37.2,ThermoFresh,t_3188,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Notropis buccula,Notropis buccula,Notropis buccula,ctmax,40.6,ThermoFresh,t_3189,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Notropis buchanani,Notropis buchanani,Notropis buchanani,ctmax,38.11,ComteOlden,ComteOlden_row_1332,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Notropis candidus,Notropis candidus,Notropis candidus,ctmax,36.14,ComteOlden,ComteOlden_row_1333,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Notropis chrosomus,Notropis chrosomus,Notropis chrosomus,ctmax,36.86,ComteOlden,ComteOlden_row_1334,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Notropis cummingsae,Notropis cummingsae,Notropis cummingsae,ctmax,28,ThermoFresh,t_2817,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Notropis cummingsae,Notropis cummingsae,Notropis cummingsae,ctmax,29,GlobTherm,GlobTherm_row_89_upper_primary,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,unknown,,3
Notropis cummingsae,Notropis cummingsae,Notropis cummingsae,ltmax,31,ThermoFresh,t_2818,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
Notropis dorsalis,Notropis dorsalis,Notropis dorsalis,ctmax,34.8,ComteOlden,ComteOlden_row_1335,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Notropis dorsalis,Notropis dorsalis,Notropis dorsalis,ctmax,36.6,GlobTherm,GlobTherm_row_145_upper_primary,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,unknown,,3
Notropis edwardraneyi,Notropis edwardraneyi,Notropis edwardraneyi,ctmax,37.87,ComteOlden,ComteOlden_row_1336,Animalia,Chordata,Actinopterygii,,Cyprinidae,freshwater,fish,2
Notropis girardi,Notropis girardi,Notropis girardi,ctmax,38.64,ThermoFresh,t_2766,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,freshwater,fish,1
